"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jul 30 02:19:06 CST 2020","Thu Jul 30 02:19:16 CST 2020","9639","test_case","test_cases","TestCase","","","test_login01[tianmeng-123456]",""
"failed","Thu Jul 30 02:18:44 CST 2020","Thu Jul 30 02:18:54 CST 2020","9718","test_case","test_cases","TestCase","","","test_login01[小可爱-trr123456]",""
